,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
198707,1.94,1.78,2.79,3.23,4.94,2.02,2.41,4.31,3.08,5.17,2.97,3.33,4.15,5.39,4.64,1.88,2.01,3.08,8.18,7.15,2.02,3.16,3.65,6.21,4.45
198708,0.85,1.54,3.25,2.13,1.24,5,3.54,3.58,2.58,3.31,3.29,4.49,4.8,2.71,2.12,5.53,5.21,3.55,2.4,2.63,5.7,5.94,3.09,4.51,4.32
198709,-3.07,-0.38,-0.75,-0.96,-1.11,-3.96,-2.21,-0.49,-3.19,-0.81,-2.8,-3.31,-3.87,-1.43,-0.79,-2.3,-3.33,-3.47,-2.77,2.88,-1.08,-0.43,-4.95,-1.96,-1.29
198710,-29.09,-26.8,-28.2,-29.93,-32.86,-27.63,-27.41,-29.54,-30.74,-32.29,-20.66,-23.22,-25.65,-31.54,-32.72,-12.95,-24.62,-24.34,-25.98,-29.24,-13.29,-11.61,-21.21,-20.57,-24.9
198711,-8.02,-4.16,-3.74,-2.94,-6.43,-5.85,-2.93,-3.26,-4.79,-4.89,-4.04,-5.13,-3.59,-3.84,-5.42,-5.59,-6.5,-5.05,-5.08,-3.75,-3.73,-6.91,-9.23,-8.95,-8.76
198712,0.26,4.7,3.36,5.13,6.19,4.44,8.35,6.88,7.84,11.38,4.79,4.9,6.36,9.7,15.28,2.5,5.52,8.37,10.91,13.71,5.42,5.84,6.1,6.88,7.06
198801,10.58,7.93,8.09,5.02,4.31,7.83,5.94,3.69,3.03,1.49,5.3,7.13,5.53,2.93,0.48,10.03,8.83,6.55,4.85,-1.4,7.56,10.93,6.44,4.8,0.89
198802,7.1,7.3,7.84,4.9,5.49,8.81,9.49,10.28,7.89,7.83,9.6,9.42,5.76,7.12,8.88,11.72,6.17,7.01,6.79,8.31,10.85,4.87,2.86,2.63,6.23
198803,3.11,4.88,5.38,4.97,5.45,2.56,4.29,1.84,4.3,4.94,1.64,1.15,1.21,1.28,3.63,-3.21,0.88,1.37,0.32,1.15,-3.19,-3.45,-5.71,-3.45,-2.37
198804,0.01,1.36,1.99,2.84,2.79,1.57,2.29,1.47,1.83,2.97,-0.61,0.81,-0.35,1.09,3.53,0.17,-0.09,-0.41,0.75,1.35,-1.35,1.45,-0.55,1.36,1.84
198805,-4.65,-2.11,-1.89,-1.43,-1.18,-2.64,-2.97,-1.92,-2.53,-2.11,0.85,-1.52,0.45,-1.06,-1.04,0.82,0.14,-0.41,0.15,-1,-0.02,2.2,-0.59,1.39,-0.14
198806,4.65,6.02,4.7,5.89,5.96,8.21,7.86,6.34,6.88,7.05,8.36,8.29,6.86,6.49,5.86,9.14,7.76,7.43,6.47,6.37,9.71,6.32,4.07,3.26,2.05
198807,-0.62,-0.44,0.19,0.93,-0.07,-0.67,-1.94,-0.71,-0.78,-0.23,-1.2,-1.88,-1.31,-2.45,-2.05,-6.38,-1.4,-0.38,-1.26,-2.51,-2.37,-1.26,0.01,0.2,-0.14
198808,-3.34,-1.94,-2.06,-1.35,-1.96,-3.57,-2.07,-1.15,-2.86,-3.05,-1.86,-1.82,-1.59,-1.59,-3.24,-1.18,-2.2,-2.67,-2.06,-2.07,-4.98,-3.77,-2.06,-2.48,-3.3
198809,0.83,1.84,2.24,2.09,2.24,0.92,2.48,2.96,3.16,3.39,1.58,1.55,3.44,2.29,3.67,0.83,5.19,2.39,3.61,4.08,5.02,5.6,4.98,2.33,4.59
198810,-2.85,-1.68,-0.85,-0.45,-1.01,-1.86,-0.88,-0.51,-0.97,0.07,-0.22,0,-1.67,0.49,0.61,-0.7,0.53,-0.08,0.26,1.48,2.63,2.14,2.88,2.44,4.64
198811,-6.15,-3.68,-2.76,-3.22,-3.31,-3.35,-1.42,-2.58,-2.44,-4.08,-3.35,-2.16,-2.3,-2.36,-0.81,-1.68,-3.26,-3.08,-1.37,-1.49,-0.99,-1.11,-1.95,-1.29,-1.07
198812,1.29,2.56,2.32,3.28,4.33,4.13,3.28,3.36,4.04,5.35,2.92,2.35,2.84,3.3,4.65,2.27,1.65,2.02,2.33,2.39,3.68,2.06,1.83,0.87,1.38
198901,4.5,4.8,5.14,5.56,4.82,3.62,4.47,4.15,3.11,5.86,5.59,4.78,3.37,5.31,7.02,6.39,6.07,4.63,5.97,8.04,8.72,7.77,6.21,6.75,7.74
198902,0.33,0.97,1.02,0.97,0.45,1.89,1.1,-0.05,0.39,1.44,1.15,0.08,0.61,0.31,1.39,-0.27,-0.66,-1.51,0.41,0.09,-3.38,-2.65,-3.01,-2.54,-0.44
198903,0.08,1.11,3.25,2.73,3.12,0.84,1.01,1.95,2.88,2.75,0.18,1.08,1.23,3,5.6,-1.6,0.8,2.07,1.33,2.53,1.34,0.9,2.74,2.5,4.46
198904,1.64,1.83,1.73,3.29,3.2,4.07,4.21,4.12,4.5,5.77,4.3,4.58,4.39,4.36,6.8,3.02,4.74,6.09,6.34,6.43,6.61,5.06,3.75,5.84,5.72
198905,1.47,3.4,1.97,3.22,3.73,4.05,2.88,3.17,3.61,4.76,4.15,4.85,5.06,4.51,4.98,5.46,3.69,4.29,4.68,3.49,5.22,1.74,4.9,3.63,5.9
198906,-2.62,-0.29,-0.89,0.72,-1.73,-3.44,-1.4,-0.6,-0.09,-2.56,-4.13,1.07,-0.49,-0.32,-3.3,-1.43,0.2,-0.97,-1.12,0.78,-5.48,0.49,-0.88,-0.34,0.18
198907,0.78,2.25,3.17,2.87,5.36,0.67,4.16,4.25,3.15,7.27,-0.51,4.86,4.87,4.65,7.54,5.29,7.46,6.87,9.39,8.26,3.04,6.29,8.13,9.11,12.28
198908,0.83,1.5,2.47,2.41,2.93,1.73,3.43,4.43,2.65,4.27,1.4,3.02,2.58,3.4,4.97,5.58,3.66,3,2.69,4.11,3,3.03,3.17,0.56,0.53
198909,-1.99,-0.38,1.4,-0.29,2.08,-0.1,1.29,-0.39,2.47,0.67,-1.43,-1.83,0.52,-0.32,1.36,-2.39,-3.1,-1.35,-1.98,1.41,-1.57,-2.89,-0.44,-0.24,2.47
198910,-8.08,-3.66,-6.25,-5.33,-5.5,-6.72,-5.23,-5.24,-5.22,-6.33,-8.17,-4.76,-3.48,-5.03,-5.11,-7.27,-3,-3.89,-4.7,-5.5,-16.44,-2.75,-2.62,-0.87,-2.39
198911,-2.82,-1.03,-1.43,1.24,0.5,-1.71,-0.11,0.82,2.89,1.41,0.72,0.27,0.9,1.26,3.16,-1.1,1.1,1.1,3,1.65,-2.69,-0.45,2.58,3.31,2.01
198912,-3.84,-1.31,-1.47,-0.1,-0.37,-0.32,-1.24,0.45,1.4,1.26,1.12,0.45,0.35,1.02,0.21,-0.35,1.29,2.29,2.16,2.04,-1.76,0.85,2.43,4.25,1.1
199001,-7.31,-4.85,-5.54,-7.44,-8.31,-9.11,-6.74,-7.16,-7.52,-11.56,-15.67,-8.29,-7.16,-7.92,-10.28,-6.72,-7.83,-6.5,-6.97,-9.84,0.09,-3.37,-6.46,-6.23,-9.42
199002,1.36,0.24,0.56,2.86,3.4,5.48,1.24,3.84,2.65,5.19,4.17,3.46,2.42,0.4,3.37,4.55,0.79,1.71,1.53,2.47,4.39,3.5,1.06,0.85,1.13
199003,1.29,2.29,1.24,3.19,3.9,2.47,3.29,3.44,3.39,5.31,2.27,3.09,1.4,2.73,4.93,3.23,3.09,1.62,2.02,3.73,-1.29,2.56,0.31,1.91,3.34
199004,-4.44,-3.58,-3.01,-3.06,-0.4,-6.01,-1.98,-2.69,-3.74,-2.23,-6.1,-3.93,-4.05,-4.26,-3.09,-6.38,-5.67,-4.19,-4.1,-3.39,-6.19,-3.09,-2.01,-2.11,-1.79
199005,3.42,1.45,2.26,4.9,7.95,2.68,4.38,5.53,6.7,12.39,10.14,7.41,5.88,6.91,11.56,9.07,9.89,9.24,7.61,11.13,10.79,8.72,9.09,9.38,9.99
199006,-2.05,-0.49,1.83,1.2,2.49,2.84,-1.44,1.03,0.07,0.84,-2.89,-0.17,0.28,-0.38,-0.52,-7.4,-3.01,-0.81,0.48,0.46,-5.28,-2.16,-1.74,-1.69,1.67
199007,-6.45,-4.14,-2.92,-3.45,-3.77,-7.67,-4.86,-3.19,-1.86,-4.22,-8.71,-6.44,-1.96,-2.73,-1.22,-9.73,-4.7,-1.11,-0.98,-1.73,-9.31,-4.91,-1.51,0.01,0.79
199008,-14.82,-12.47,-10.69,-12.85,-12.83,-18.18,-11.98,-9.42,-11.65,-14.72,-12.99,-10.67,-10.73,-10.07,-12.8,-13.03,-11.06,-10.02,-9.79,-9.78,-11.6,-10.16,-9.11,-8.21,-8.42
199009,-12.65,-9.23,-7.03,-7.71,-8.34,-15.58,-9.74,-8.51,-6.09,-10.41,-14.24,-12.35,-7.76,-2.39,-7.97,-16.13,-9.43,-8.06,-4.41,-6.31,-9.23,-8.22,-2.75,-2.95,-4.71
199010,-11.66,-6.24,-5.48,-2.67,-4.18,-12.8,-7.13,-4.04,-3.69,-4.92,-12.01,-3.99,-4.2,-2.5,-4.04,-10.6,-7.3,-3.94,0.21,-1.54,0.19,-3.83,0.44,1.22,0.22
199011,4.44,3.32,2.09,3.52,5.47,14.37,7.97,6.29,5.36,8.59,13.75,8.71,9.88,7.3,8.98,18.33,15.18,11.97,7.61,7.01,12.86,8.36,7.05,5.98,4.98
199012,-5.84,-0.58,2.77,-0.31,2,0.54,5.74,4.76,4.43,5.41,2.81,7.79,5.9,4.86,6.24,4.43,5.94,6.31,4.59,0.69,2.1,3.91,4.77,3.06,1.77
199101,13.68,8.59,6.01,4.69,7.9,13.27,7.6,7.08,6.19,9.82,6.98,9.61,5.87,6.43,10.23,12.67,10.62,5.74,3.72,6.17,15.58,12.01,5.85,1.68,3.85
199102,19.01,10.86,10.64,9.93,13.45,16.27,11.44,10.9,8.9,10.2,16.51,10.36,10.27,7.55,9.81,16.59,10.58,8.88,7.27,8.2,15.75,6.01,6.55,5.77,7.56
199103,8.16,5.32,6.66,7.2,13.47,5.2,4.98,4.6,7.64,9.97,6.35,1.42,2.65,3.12,8.83,5.39,0.5,2.95,2.84,6.49,1.78,0.72,1.28,2.52,3.36
199104,1.15,2.41,1.95,1.49,2.53,-2.37,-1.1,1.31,1.53,-0.63,0.73,1.34,2.61,1.4,0.27,5.81,2.12,0.4,1.54,-1.75,1.4,2.79,0.51,0.53,-1.19
199105,0.94,3.13,3.18,3.67,5.14,0.78,3.23,5.49,2.92,6.4,4.55,5.66,2.71,2.83,5.75,8.2,5.05,5.93,4.27,4.6,9.24,5.11,3.81,3.32,3.72
199106,-5.26,-2.79,-2.95,-3.29,-4.79,-2.59,-4.5,-2.27,-4.45,-6.42,-4.2,-4.36,-4.02,-2.39,-6.06,-5.49,-6.65,-4.2,-3.23,-4.62,-6.23,-5.01,-5.28,-4.43,-3.51
199107,1.27,1.88,2.93,3.03,6.11,0.35,1.38,2.73,4.91,6.42,3.5,3.47,3.5,4.66,8.4,5.44,3.33,3.59,4.59,6.41,3.53,3,3.44,4.06,8.05
199108,1.49,1.76,2.22,2.95,4.77,1.94,1.3,3.09,3.49,6.09,6.22,1.99,3.51,3.5,6.67,7.09,2.2,1.74,1.62,2.04,4.2,1.17,2.13,2.18,4.59
199109,-1.11,2.2,0.32,0.35,3.51,-2.25,-1.05,0.67,1.68,2.4,-3.53,-1.74,0.16,-1.26,2.08,-1.48,-1.53,-0.68,-0.17,-0.67,-5.59,-1.18,-0.64,-2.53,-1.04
199110,0.79,1.26,1.83,2.69,5.93,1.6,0.25,0.71,1.71,4.39,0.37,-0.24,2.83,2.72,2.82,-1,2,1.32,2.39,3.57,-1.67,1.36,1.05,2.89,1.82
199111,-4.45,-0.92,-1.08,-3.11,-1.92,-7.06,-4.29,-3.05,-2.83,-5.06,-6.52,-4.12,-3.56,-2.59,-7.81,-6.08,-3.2,-2.04,-3.72,-4.07,-5.78,-4.19,-2.54,-1.73,-5.58
199112,-2.07,1.39,1.4,4.67,7.37,2.53,6.64,5.64,8.44,11.82,7.52,8.48,8.96,7.82,14.4,4.26,7.95,9.65,11.7,15.56,4.23,9.74,10.02,15.52,18.5
199201,19.5,12.66,11.27,11.28,15.54,7.9,9.53,5.03,7.28,9.07,5.36,4.31,5.51,7.28,4.5,1.38,2.34,1.74,0.91,2.03,0.53,0.47,-2.69,-4.17,-4.59
199202,4.53,5.98,6.12,5.96,4.62,2.79,3.88,2.74,2.05,1.74,4.31,2.86,1.82,3.5,4.24,2.1,3.25,2.92,1.67,0.16,4.34,0.94,0.24,0.86,1.02
199203,-3.02,-1.3,0.31,-0.41,-2.44,-5.35,-2.81,-1.08,-3.21,-5.67,-4.19,-2.89,-1.06,-0.97,-3.18,-1.58,-2.18,-2.79,-3.9,-2.26,-3.06,-1.52,-1.47,-1.65,-3.39
199204,-5.53,-2.06,-2.97,-4.01,-5.39,-2.2,-4.26,-3.92,-3.6,-4.48,-0.12,-1.17,0.68,-0.16,-2.28,3.64,-0.58,0.19,1.09,-2.48,7.68,4.03,3.39,0.75,-0.49
199205,0.02,-0.33,-0.02,1.3,0.36,3.55,0.29,2.27,1.41,-0.29,3.25,-0.12,-0.56,1.43,0.1,2.73,1.17,1.42,-0.26,0.38,1.91,-0.68,-0.01,1.14,2.83
199206,-7,-4.34,-3.99,-4.5,-4.33,-6.71,-5.23,-3.29,-1.85,-4.08,-1.84,-2.25,-1.42,-1.81,-4.48,-4.9,-2.37,-0.8,-2.29,-1.82,-3,-0.66,-0.45,-1.72,-5.17
199207,0.27,1.4,1.76,3.04,3.77,1.57,4.47,2.39,3.86,3.67,2.94,2.04,4.98,5.44,6.36,4.55,3.86,3.21,4.99,4.47,5.32,3.15,4.76,4.36,3.78
199208,-3.87,-2.72,-0.99,-1.79,-3.52,-2.98,-1.38,-1.86,-0.89,-3.5,-2.29,-2.76,-2.02,-1.59,-4.49,-1.34,-1.39,-0.87,-2.19,-3.88,-2.56,-0.84,-1.17,-3.54,-2.71
199209,-0.34,-0.23,1.93,1.8,1.57,1.04,0.1,3.35,1.99,4.38,2.72,0.15,2.38,1.8,4.01,-1.59,1.23,1.04,1.59,2.22,-0.3,1.42,1.51,0.65,3.18
199210,1.23,0.92,3.51,2.32,3.82,3.43,2.41,2.92,2.81,3.94,2.75,3.5,2.7,3.14,4.09,4.09,1.16,2.77,2.91,4.42,0.43,-1.19,0.23,0.13,3.16
199211,9.93,6.47,6.67,6.94,9.23,11.38,6.71,5.63,6.76,7.93,6.04,6.8,6.41,4.46,8.07,8.13,4.51,3.49,4.32,5.62,1.28,3.61,2.26,4.35,4.62
199212,1.28,2.73,3.46,4.41,6.55,-1.05,2.3,3.97,4.81,5.57,2.1,1.87,2.53,5.4,5.45,1.29,0.98,1.88,3.31,4.98,-5.25,0.95,2.17,1.36,2.48
199301,4.19,5.42,6.31,6.59,8.06,0.66,1.73,1.84,4.52,4.68,-1.65,-0.62,2.63,3.8,2.8,-0.68,2.22,0.71,2.91,3.71,-4.22,-1.23,0.36,1.8,6.82
199302,-5,-2.61,-1.09,0.55,-0.66,-6.9,-4.41,-0.61,0.03,-1.38,-4.09,-1.65,-0.79,-0.15,-1.31,-2.57,0.07,0.05,0.7,0.62,0.16,-3.53,2.48,1.62,2.23
199303,0.15,2.55,3.04,4.69,4.93,0.79,0.41,1.65,3.55,4.67,-0.87,1.02,3.9,2.68,7.08,3.35,3.87,3.3,3.1,6.29,-0.7,0.55,2.91,2.04,3.81
199304,-3.93,-2.09,-3.36,-0.83,-2.31,-4.82,-2.8,-1.66,-1.85,-2.86,-4.17,-2.03,-2.59,-2.84,-4.06,-2.05,-2.1,-3.58,-1.4,-2.68,0.92,-4.72,-1.96,-2.73,-4.05
199305,5.22,2.88,2.99,3.92,3.03,6.84,5.24,3.81,4.48,4.45,6.36,3.87,3.32,3.46,4.03,4.53,4.03,2.89,1.28,6.09,3.57,2.33,1.16,3.05,6
199306,-2.15,0.18,1.61,1.66,2.1,-1.88,1.17,-0.52,1,1.79,-3.01,-1.59,0.06,2.73,2.42,-1.9,0.25,0.9,2.01,2.59,-4.08,-1.94,0.1,3.36,3.9
199307,-0.36,1.43,1.57,2.76,2.29,-0.18,0.23,1.55,2.27,2.1,-0.79,-0.94,1.37,1.71,0.64,-3.59,1.03,0.38,-0.43,0.9,-3.55,-1.28,-0.18,1.33,0.98
199308,2.61,3.04,3.77,4.08,5.77,3.3,3.18,3.18,2.97,7.03,2.86,2.47,2.99,4.26,7.55,3.59,3.64,2.88,4.15,7.89,4.27,3.11,3.08,3.41,5.23
199309,1.21,1.94,3.1,3.43,4.12,0.53,2.75,1.49,3.32,5.5,-1.15,0.47,1.02,2.94,4.41,-2.39,-0.65,-1.32,1.47,2.58,-2.39,-1.58,0.31,-0.14,1.91
199310,5.53,4.86,3.48,4.16,5,4.62,1.86,1.78,3.18,3.28,4.46,1.86,0.3,0.88,0.21,5.12,0.72,-0.29,0.51,-1.14,6.11,2.19,-0.89,0.84,0.7
199311,-2.08,-2.72,-2.19,-2.76,-3.89,-0.86,-1.87,-2.55,-2.76,-4.71,2.03,0.31,-3,-2.76,-6.78,1.75,-1.24,-3.54,-3.13,-4.23,4.34,-0.32,-2.78,-2.6,-4.13
199312,-1.45,0.75,1,2.29,1.48,2.01,2.36,4.28,2.59,4.9,2.94,4.92,3.74,4.45,5.89,1.35,4.22,3.22,4.54,5.62,-1.35,1.12,2.29,1.6,1.26
199401,4.64,3.43,4.61,4.02,5.4,2.22,2.83,1.5,3.26,2.77,4.63,3.11,2.1,1.3,2.93,6.4,3.24,1.71,2.54,0.73,4.65,1.43,2.83,3.63,5.18
199402,-0.7,-0.73,-0.13,-0.38,-0.84,-0.96,0.25,0.08,0.65,-2.49,-1.06,-0.6,-0.25,-0.86,0.87,0.34,-1.23,-3.3,-0.85,-1.04,-2.43,-3.9,-2.31,-3.21,-2.97
199403,-4.51,-3.48,-4.81,-4.13,-5.41,-4.73,-4.91,-4.67,-6.4,-7.42,-3.79,-3.59,-4.28,-5.08,-6.07,-4.72,-2.92,-4.95,-5.35,-4.97,-4.28,-3.7,-3.87,-4.95,-4.8
199404,-4.42,-1.13,-0.73,0.36,-0.23,-0.12,-1.27,-0.18,0.27,0.63,-0.73,0.35,0.6,-0.82,0.52,0.44,1.55,1.1,1.82,1.37,0.28,2.35,1.97,0.73,-1.22
199405,-0.22,0.61,0.3,0.34,-1.05,0.23,0.78,0.4,-2.65,-3.57,1.9,-0.03,-0.28,-2.16,-2.54,0.2,-1.17,-0.86,1.08,-1.98,2.26,2.15,1.36,1.67,0.73
199406,-4.49,-2.56,-0.76,-2.71,-2.73,-4.55,-1.66,-0.99,-2.06,-4.38,-1.96,0.05,-0.65,-2.66,-5.85,-2.74,-2.76,-2.98,-2.22,-3.61,-1.54,-1.86,-3.45,-1.64,-5.14
199407,-0.42,-0.03,0.3,1.46,1.92,1.28,2.61,1.39,1.86,2.53,1.72,2.59,2.13,2.85,3.69,4.98,3.86,2.96,3.53,1.94,4.42,2.61,4.17,2.9,2.13
199408,3.92,3.03,3.45,3.69,3.82,7.34,4.99,4.3,6.66,6.04,7,4.38,5.75,5.47,8.32,5.83,4.48,5.24,4.19,6.6,4.24,2.38,2.72,5.01,6.94
199409,1.06,0.08,1.31,1.52,2.11,-0.77,-0.37,-0.59,0.03,1.28,-3.28,-2.24,-2.04,0.16,0.61,-2.71,-2.48,-2.16,-2.76,0.64,-2.05,-3.06,-1.82,-2.89,-2.18
199410,-1.55,-0.98,-0.65,0.86,2.32,-1.18,-1.72,-1.05,-1.49,2.02,0.89,-0.87,-0.5,1.05,2.12,0.74,2.4,-0.04,-0.46,0.76,2.19,2.59,2.91,1.13,3.1
199411,-4.99,-3.9,-4,-3.28,-3.09,-4.11,-3.4,-3.82,-3.57,-3.54,-5.7,-4.32,-3.36,-3.81,-4.36,-2.97,-3.31,-4.89,-4.92,-5.64,-1.96,-2.88,-4.1,-2.55,-5.03
199412,-5.59,-1.23,-0.54,0.29,1.43,-2.56,1.7,3.18,3.23,4.68,0.85,1.53,2.24,2.26,4.43,-0.16,0.5,0.69,1.64,1.76,-1.12,0.17,2.52,0.97,1.73
199501,4.03,3.11,1.66,2.24,1.52,-0.65,0.26,-1.93,0.13,-1,0.57,-0.02,-0.59,0.24,-3.74,2.78,3.36,2.68,0.92,-0.28,1.76,5.06,2.64,3.89,0.55
199502,2.71,3.37,3.04,3.28,3.3,2.75,3.94,3.78,3.13,3.96,5.51,5.44,4.24,3.96,6.09,4.08,5.66,4.07,4.58,5.98,5.38,5.23,3.84,3.54,2.8
199503,0.13,1.85,1.55,1.97,2.98,3.85,2.01,1.55,1.9,3.47,-1.52,5.33,0.29,0.57,4.69,4.58,2.08,3.14,2,3.59,3.63,3.42,2.06,2.68,2.84
199504,2.14,1.91,2.7,3.26,3.73,3.36,1.28,3.22,3.42,2.54,0.4,3.74,0.53,0.09,1.2,3.14,0,2.92,0.36,1.94,-0.43,0.29,2.2,3.3,4.23
199505,1.75,1.84,1.65,2.95,3.01,1.5,1.66,1.86,2.19,1.86,2.56,3.33,3.31,0.12,0.52,2.22,3.96,3.68,2.05,0.36,6.06,4.44,3.85,4.35,3.46
199506,4.23,5.68,4.52,5.09,8.81,4.83,2.97,2.72,3.99,8.74,3.99,1.06,3.07,2.73,8.58,5.81,1.98,2.79,2.26,8.34,1.95,2.7,0.69,1.49,4.85
199507,5.24,4.75,4.9,6.2,7.28,4.42,2.68,5.97,5.3,10.24,4.13,3.3,3.28,6.5,9.56,4.64,3.3,3.2,4.76,9.75,5.4,2.87,3.41,2.39,4.45
199508,3.17,3.84,4.75,4.92,5.54,0.46,2.46,2.47,3.21,2.28,1.34,2.26,3.9,1.22,1.26,0.36,1.35,1.93,1.13,1.84,-2.73,2.4,0.63,0.33,0.21
199509,0.74,1.55,2.66,2.31,4.24,-0.67,1.66,2.03,1.65,2.85,-1.93,1.43,2.47,1.64,3.2,-1.59,1.43,3.01,3.19,3.51,4.52,4.59,3.5,4.96,4.84
199510,-9.11,-3.17,-1.15,-4.24,-4.14,-9.83,-5.42,-4.55,-4.33,-5.59,-5.46,-4.55,-2.87,-1.98,-2.41,-6.31,-3.8,-0.88,-1.5,-1.48,-6.43,-3.43,-0.64,0.86,1.25
199511,-0.58,1.87,2.28,2.2,2.38,3.02,2.93,5.58,3.61,4.99,6.48,4.3,2.81,6.98,4.87,6.68,5.34,5.64,4.45,2.41,11.92,5.98,4.63,4.77,2.44
199512,-2.18,1.01,1.9,3.08,3.24,-0.98,2.2,4.08,4.22,4.06,1.95,1.49,3.67,2.85,1.03,-1.58,1.18,1.87,0.94,-0.79,-1.8,1.75,2.53,1.94,1
199601,1.91,0.45,1.82,1.67,0.46,0.76,2.43,0.87,-0.35,-0.29,-2,-0.04,-0.01,-0.48,0.43,2.98,3.34,2.08,1.41,0.69,1.43,0.53,1.61,4.18,4.55
199602,2.81,2.98,1.8,3.21,3.93,4.58,3.88,3.01,2.49,4.23,4.86,2.93,2.1,1.11,4.75,2.58,1.92,1.2,1.84,3.61,1.65,0.71,1.22,0.37,3.01
199603,3.26,2.66,2.2,2.65,2.65,3.36,1.08,1.03,3.97,1.92,1.9,1.83,1.4,2.47,3.11,1.41,2.19,1.21,1.86,2.69,5.81,3.14,0.94,0.79,-0.49
199604,8.35,5.23,4.26,5.5,10.57,7.13,4.86,4.13,3.92,8.58,7.56,1.88,1.27,3.6,9.03,5.22,4.04,2.19,0.19,5.89,4.1,4.42,0.27,1.15,0.84
199605,7.33,5.81,5.58,5.47,8.64,4.62,2.44,3.25,4.57,7.46,2.64,1.65,0.81,3.73,3.32,-1.76,0.74,1.4,1.45,4.35,1.21,3.7,1.49,3.15,2.77
199606,-6.79,-3.19,-2.68,-3.13,-5.86,-3.24,-2.24,-2.94,-2.98,-4.7,-5.13,-1.45,-0.81,-0.64,-5.11,-5.2,0.1,-2.12,-0.54,-4.63,-2.93,0.16,-0.48,2.03,-1.17
199607,-8.91,-4.72,-5.67,-5.57,-11.39,-9.42,-7.56,-8.19,-7.68,-12.2,-8.2,-5.53,-6.82,-6.81,-10.33,-9.44,-5.16,-4,-6.89,-6.55,-8.55,-4.31,-4.49,-3.29,-5.42
199608,3.29,3.72,2.74,4.53,5.73,4.1,5.71,5.03,5.6,8,5.82,6.19,4.78,5.23,7.93,6.65,4.27,5.52,4.75,5.01,3.16,3.32,2.96,1.87,1.49
199609,0.93,2.12,2,3.48,3.79,3.44,2.95,4.6,3.77,6.18,2.66,3.23,3.43,3.01,7.35,4.95,5.45,4.39,3.36,6.35,4.85,4.45,3.78,5.84,7.46
199610,-5.16,-0.37,-0.43,1.04,-1.42,-3.41,-0.88,-0.22,-0.99,-1.76,-4.5,0.06,1.29,-0.7,-4.17,-3.93,0.33,1.74,-0.09,0.53,-7.01,2.14,3.51,3.78,2.83
199611,2.43,3.05,2.4,3.43,1.87,6.35,3.07,4.19,2.82,1.46,7.95,3.1,5.64,6.57,1.44,10.73,4.56,6.48,5.89,3.68,13.01,7.03,6.61,8.29,6.29
199612,-3.32,2.26,2.46,2.69,3.03,-0.12,3.43,3.89,4.03,2.68,0.44,1.99,2.16,1.73,2.3,-1.62,-0.91,-0.06,0.89,-0.79,1.23,-0.2,-1.16,-3.17,-2.5
199701,6.78,6.56,4.85,4.09,4.93,3.37,1.05,2.18,1.56,2.5,4.52,3.79,1.57,1.02,1.62,1.11,2.15,3.3,3.43,4.45,0.91,4.16,3.84,7.56,9.02
199702,-4.04,-0.06,0.87,0.14,-2.49,-3.4,0.15,0.08,-0.48,-6.84,-2.07,-0.36,-0.12,1.55,-5.76,0.49,0.61,0.89,0.36,-5.21,0,1.56,1.21,1.99,-3.96
199703,-7.76,-3.76,-2.95,-3.39,-4.85,-8.46,-3.44,-4.35,-3.39,-4.9,-6.47,-3.18,-4.28,-4.78,-5.76,-4.38,-4.85,-3.87,-4.97,-2.95,-4.49,-4.81,-2.31,-4.13,-6.1
199704,-5.72,-4.01,-1.89,-2.09,-2.24,-2.87,-2.34,1.69,-0.78,-0.58,-0.08,2.4,0.82,-0.18,1.65,-2.41,0.89,2.81,2.7,3.51,4,1.02,3.04,7.8,9.35
199705,13.07,8.71,8.39,9.75,8.34,20.69,14.17,8.83,11.7,13.67,17.34,9.95,8.31,9.22,10,10.83,7.35,6.5,5.96,7.91,13.68,7.78,6.02,6.26,4.9
199706,1.06,5.9,7.24,8.13,8.2,4.95,6.2,6.44,6.49,9.22,5.02,3.93,3.43,5.47,6.1,3.09,3.25,2.68,4.34,4.37,-2.38,4.89,3.32,3.83,5.3
199707,4.51,5.73,5.73,5.42,7.91,3.9,4.9,3.69,4.04,8.53,2.14,5.51,5.64,7.48,8.09,4.29,5.6,6.32,6.95,11.15,5.46,7.56,7.14,6.33,11.13
199708,4.41,3.4,3.04,5.3,5.1,3.45,4.38,1.54,2.98,4.03,2.72,1.35,1.83,0.55,2.07,2.67,-0.8,-1.18,-1.4,1.42,-1.42,-3.65,-4.1,-6.71,-6.6
199709,9.06,8.88,9.64,9,10.31,8.05,7.17,7.76,8.82,10.28,5.61,6.26,7.18,7.59,9.32,2.49,4.59,4.29,6.17,8.23,5.95,4.24,5.95,4.57,6.06
